연도,순위,제목,개봉일,관객수,관람등급,줄거리,링크
2014,23,메이즈 러너,14.09.18,"2,812,429",12세이상관람가,"삭제된 기억, 거대한 미로로 둘러싸인 낯선 공간모든 기억이 삭제된 채 의문의 장소로 보내진 ‘토마스’(딜런 오브라이언).‘토마스’는 미로에 갇힌 그곳에서 자신과 같은 상황의 사람들을 만난다.그들은 매일 밤 살아 움직이는 미로에서 정체를 알 수 없는 죽음의 존재와 대립하며,지옥으로부터 빠져나갈 탈출구인 지도를 완성해 나간다.그러던 어느 날, 미로의 문이 열리고 그들은 마지막 선택의 기로에 놓이게 되는데…단 한 순간도 예측할 수 없는 그 곳, 과연 그들은 살아남을 수 있을 것인가!살아 움직이는 미로를 뚫고 탈출에 성공할 수 있을 것인가!살아 남기 위해서는 뛰어야 한다!",https://movie.daum.net/moviedb/main?movieId=77736
2014,24,호빗: 다섯 군대 전투,14.12.17,"2,841,382",12세이상관람가,"마침내 거대한 여정이 끝난다!누군가는 죽고 누군가는 승리한다!빌보 배긴스와 참나무 방패 소린, 난쟁이 족이 떠난 거대한 여정의 끝에 난쟁이 족은 원래 자신들의 터전이던 에레보르에 있는 엄청난 보물을 되찾지만 이는 무시무시한 용 스마우그가 호수마을의 무기력한 주민들을 공격하게 되는 결과를 낳는다. 산 아래의 왕 참나무 방패 소린은 탐욕에 서서히 눈이 멀어 우정과 명예를 저버린 채 왕의 보물 아르켄스톤을 찾는다. 소린이 이성을 되찾도록 설득하는데 실패한 빌보는 훨씬 험난한 일이 펼쳐질 줄 모른 채 절박하고 위험한 결정을 내린다. 오래된 적이 중간계로 돌아온 것. 암흑의 군주 사우론은 오크 군대를 보내 외로운 산에 기습 공격을 감행한다. 고조된 긴장감 속에 어둠이 깔리자 난쟁이, 엘프, 인간은 단합할 것인지 말살될 것인지 택해야 한다. 마침내 다섯 군대의 전투가 시작되고 빌보는 본인과 친구들의 목숨을 걸고 싸워야만 하는데…",https://movie.daum.net/moviedb/main?movieId=73528
2014,25,나의 사랑 나의 신부,14.10.08,"2,141,197",15세이상관람가,"해도 후회, 안 해도 후회?정말 결혼하면 다 이래?!4년의 연애 끝에 결혼에 골인한 대한민국 보통 커플, 영민(조정석)과 미영(신민아). 마냥 행복할 줄만 알았던 달콤한 신혼생활도 잠시. 사소한 오해와 마찰들이 생기며 ‘결혼의 꿈’은 하나 둘씩 깨지기 시작하는데…. 이 결혼, 과연 잘 한 걸까? 도대체 말이 안 통하는 철부지 남편 ‘영민’ 사사건건 잔소리만 늘어가는 아내 ‘미영’ 정말 사랑해서 결혼했는데 왜 이렇게 힘든 걸까? 상상하고 꿈꿔 온 결혼, 그 이상의 ‘속’ 깊은 이야기가 펼쳐진다!",https://movie.daum.net/moviedb/main?movieId=80850
2014,26,논스톱,14.02.27,"2,084,457",15세이상관람가,"실.제.상.황! 사상 최악의 테러 발생!공중납치는 시작에 불과했다!4만 피트 상공, 뉴욕발 비행기 안.“1억 5천만 달러를 입금하지 않으면,20분마다 한 명씩 죽이고 항공기를 폭파시키겠다.”미 항공수사관 ‘빌’(리암 니슨)은 의문의 메시지를 받게 되고그로부터 정확히 20분 후, 승객 중 한 명이 살해당하는 테러가 발생한다.탑승객 전원이 용의자인 가운데, ‘빌’은 범인을 찾기 위한 사투를 시작하지만,오히려 테러범으로 몰리게 되고 결국 놈이 약속한 시간은 점점 다가오는데..강한 남자 리암 니슨, 이젠 공중에서 끝내버린다!",https://movie.daum.net/moviedb/main?movieId=75441
2014,27,인투 더 스톰,14.08.28,"2,078,825",12세이상관람가,"“맙소사, 저거 보여?!”모든 것을 집어삼킨다!갑작스런 기상 이변으로 발생한 수퍼 토네이도가 오클라호마의 실버톤을 덮쳐 쑥대밭으로 만든다. 사람들은 최대풍속 초속 300m의 여객기마저 날려버리는 비바람과 하늘로 솟아오른 불기둥, 토네이도가 진공청소기처럼 모든 것을 빨아들이는 사상 최대 재난을 겪는다. 한편, 고등학교 교감인 게리(리처드 아미티지)는 졸업식장에서 사라진 아들을 찾기 위해 나서고, 전설의 토네이도를 직접 눈 앞에서 촬영하기 위해 기상학자와 스톰 체이서가 몰려드는데…",https://movie.daum.net/moviedb/main?movieId=85460
2014,28,노아,14.03.20,"2,026,574",15세이상관람가,"신께서 인간의 죄악을 보고 한탄하사, ‘내가 그들을 땅과 함께 멸하리라’ 하시니라._성경 창세기 인용타락한 인간 세상에서 신의 계시를 받은 유일한 인물 노아(러셀 크로우). 그는 대홍수로부터 세상을 구할 수 있는 거대한 방주를 짓기 시작한다. 방주에 탈 수 있는 이는 생명이 있는 모든 존재의 암수 한 쌍과 노아의 가족들뿐. 하지만 세상 사람들은 노아의 방주를 조롱하기 시작하고가족들간의 의견 대립마저 생겨나는데.. 세상을 집어삼킬 대홍수의 시작! 생명을 지켜내기 위한 노아의 드라마틱한 삶이 펼쳐진다!",https://movie.daum.net/moviedb/main?movieId=72247
2014,29,남자가 사랑할 때,14.01.22,"1,980,120",15세이상관람가,"나이만 먹었을 뿐, 대책 없는 이 남자.아직도 형 집에 얹혀 살며 조카한테 삥 뜯기는 이 남자. 빌려준 돈은 기필코 받아오는 이 남자. 목사라고 인정사정 봐 주지 않는 이 남자. 여자한테 다가갈 땐 바지부터 내리고 보는 막무가내 이 남자. 평생 사랑과는 멀었던 한 남자가 사랑에 눈 뜨다! 일생에 단 한 번 ‘남자가 사랑할 때’",https://movie.daum.net/moviedb/main?movieId=78469
2014,30,루시,14.09.03,"1,974,893",청소년관람불가,"10%, 인간의 평균 뇌사용량24%, 신체의 완벽한 통제  40%, 모든 상황의 제어 가능62%, 타인의 행동을 컨트롤100%, 한계를 뛰어넘는 액션의 진화가 시작된다!평범한 삶을 살던 여자 루시(스칼렛 요한슨)는 어느 날 지하세계에서 극악무도하기로 유명한 미스터 장(최민식)에게 납치되어, 몸 속에 강력한 합성 약물을 넣은 채 강제로 운반하게 된다. 다른 운반책들과 같이 끌려가던 루시는 갑작스런 외부의 충격으로 인해 몸 속 약물이 체내로 퍼지게 되면서, 그녀 안의 모든 감각이 깨어나기 시작하는데…",https://movie.daum.net/moviedb/main?movieId=81452
2014,31,용의자,13.12.24,"4,131,338",15세이상관람가,"“난... 죄 없습니다”조국에게 버림받고 가족까지 잃은 채 남한으로 망명한 최정예 특수요원 ‘지동철’(공유). 그의 목표는 단 하나, 아내와 딸을 죽인 자를 찾는 것뿐이다. 놈의 행적을 쫓으며 대리운전으로 살아가던 동철은 유일하게 자신과 가깝게 지내던 박회장의 살해 현장을 목격하게 된다. 죽기 전 박회장이 남긴 물건을 받아 든 동철은 사건의 용의자로 지목되어 모두에게 쫓기게 된다. 피도 눈물도 없이 타겟을 쫓는 사냥개 ‘민대령’(박희순)까지 투입, 빈틈 없이 조여오는 포위망 속에 놓이게 된 동철. 하지만 자신만의 타겟을 향한 추격을 멈추지 않는데...",https://movie.daum.net/moviedb/main?movieId=70139
2014,32,기술자들,14.12.24,"2,564,340",15세이상관람가,"뛰어난 두뇌의 금고털이이자 작전의 설계는 물론 모든 위조에 능한 멀티플레이어 지혁, 절친한 형이자 인력 조달 전문 바람잡이 구인과 함께 어떤 보안 시스템도 순식간에 뚫어버리는 업계 최연소 해커 종배와 손잡고 기막힌 솜씨로 철통 보안을 자랑하는 보석상을 털며 순식간에 업계에 이름을 날린다.이들을 눈 여겨 본 재계의 검은 손 조사장은 자신이 벌일 큰 판에 지혁 일당을 끌어들인다. 조사장이 설계한 작전은 동북아 최고의 보안 시스템을 자랑하는 인천 세관에 숨겨진 고위층의 검은 돈 1,500억. 주어진 시간은 단 40분.클래스가 다른 기술자들의 역대급 비즈니스가 지금 시작된다!",https://movie.daum.net/moviedb/main?movieId=82891
2014,33,나를 찾아줘,14.10.23,"1,764,233",청소년관람불가,"우리부부는 누구나 부러워하는 ‘완벽한 커플’이었다.그날, 아내가 사라지기 전까지…모두가 부러워하는 삶을 살아가는 완벽한 커플 닉&에이미. 결혼 5주년 기념일 아침, 에이미가 흔적도 없이 실종된다. 유년시절 어린이 동화시리즈 ‘어메이징 에이미’의 실제 여주인공이었던 유명인사 아내가 사라지자, 세상은 그녀의 실종사건으로 떠들썩해진다.한편 경찰은, 에이미가 결혼기념일 선물로 숨겨뒀던 편지와 함께곳곳에서 드러나는 단서들로 남편 닉을 유력한 용의자로 지목한다.미디어들이 살인 용의자 닉의 일거수일투족을 보도하기 시작하고,시간이 갈수록 세상의 관심이 그에게 더욱 집중된다.과연 닉은 아내를 죽였을까? 진실은 무엇일까?",https://movie.daum.net/moviedb/main?movieId=82344
2014,34,제보자,14.10.02,"1,755,221",12세이상관람가,"제가 줄기세포를 연구하는 이유는난치병 환자들에게 희망이 되기 위해서 입니다.세계 최초로 인간배아줄기세포 추출에 성공한 ‘이장환’ 박사의 연구 결과가 국민적인 관심사로 떠오르고 있는 가운데PD추적 ‘윤민철’ PD는 익명의 제보자로부터 한 통의 전화를 받게 된다. 전 아무런 증거도 없습니다. 그래도 제 말을 믿으시겠습니까?얼마 전까지 ‘이장환’ 박사와 함께 줄기세포 연구를 해오던 ‘심민호’ 팀장은 ‘윤민철’ PD에게 논문이 조작되었다는 사실과 함께 줄기세포 실험 과정에서 벌어진 비윤리적 행위에 대해 양심 선언하게 된다. 이 방송 꼭 내보낼겁니다.제보자의 증언 하나만을 믿고 사건에 뛰어든 ‘윤민철’ PD는‘이장환’ 박사를 비판하는 것은 국익에 반하는 것이라는여론과 언론의 거센 항의에 한계를 느끼게 되고, 결국 방송이 나가지 못하게 되는 위기에 처하게 되는데…2014년 10월 2일, 대한민국을 뒤흔든 줄기세포 조작 스캔들의 실체가 밝혀진다.",https://movie.daum.net/moviedb/main?movieId=81355
2014,35,피끓는 청춘,14.01.22,"1,676,040",15세이상관람가,"“요즘 연애는 연애도 아니여~~!!”청춘은 원래 뜨겁고 힘이 남아돈다!1982년 충청도를 뒤흔든 전설의 대박 사건!‘영숙’(박보영)은 충청도를 접수한 여자 일진이지만, 홍성농고 전설의 카사노바 ‘중길’(이종석)을 바라보며 애만 태운다. 한편 홍성공고 싸움짱 ‘광식’(김영광)은 좀처럼 마음을 열지 않는 영숙이 야속하기만 한데, 서울 전학생 ‘소희’(이세영)의 등장이 이들 관계에 일대 파란을 일으킨다. 소희 꼬시기에 여념 없는 중길 때문에 속상한 영숙의 마음을 알아챈 광식은 급기야 소희에게 손길을 뻗친다. 이를 저지하기 위해 나선 중길을 지키기 위해 영숙은 눈 하나 꿈쩍 안하고 자신을 던지는 중대한 결심을 하는데… 1982년 충청도를 뒤흔든 불타는 농촌로맨스! 청춘의 운명을 뒤바꾼 뜨거운 드라마가 지금 시작된다!",https://movie.daum.net/moviedb/main?movieId=78009
2014,36,두근두근 내 인생,14.09.03,"1,624,601",12세이상관람가,"얼굴은 80살, 마음은 16살 소년“우리 아이는 세상에서 가장 특별합니다""한 때 헛발 왕자로 불리던 태권도 유망주 ‘대수’와 아이돌을 꿈꾸던 당찬 성격의 ‘미라’. 하지만 17살에 아이를 가져 불과 서른 셋의 나이에 16살 아들 ‘아름’이의 부모가 되어 있다. 남들보다 빨리 늙는 선천성 조로증인 아름이의 신체 나이는 여든 살. 어리고 철없는 부모지만 대수와 미라는 아름이와 씩씩하고 밝게 살아간다. 그러던 어느 날 그들의 사연이 세상에 알려지고, 하루하루 늙어가는 것이 전부였던 아름이에게 두근거리는 일들이 생기기 시작하는데...",https://movie.daum.net/moviedb/main?movieId=82000
2014,37,우아한 거짓말,14.03.13,"1,619,983",12세이상관람가,"“동생이 죽었다. 하지만 아무도 이유를 알지 못한다...”마트에서 일하며 생계를 책임지고 있지만 언제나 주책 맞을 정도로 쿨하고 당당한 엄마 현숙(김희애). 남의 일엔 관심 없고, 가족 일에도 무덤덤한 시크한 성격의 언니 만지(고아성) 그런 엄마와 언니에게 언제나 착하고 살갑던 막내 천지(김향기)가 어느 날 갑자기 세상을 떠난다. 세 가족 중 가장 밝고 웃음 많던 막내의 갑작스런 죽음에 현숙과 만지는 당황하지만, 씩씩한 현숙은 만지와 함께 천지가 없는 삶에 익숙해 지기 위해 애쓴다. 그러던 어느 날, 우연히 천지의 친구들을 만난 만지는 가족들이 몰랐던 숨겨진 다른 이야기, 그리고 그 중심에 천지와 가장 절친했던 화연(김유정)이 있음을 알게 된다. 아무 말 없이 떠난 동생의 비밀을 찾던 만지는 빨간 털실 속 천지가 남기고 간 메시지가 있음을 알게 되는데…올 봄, 우리 모두의 인생을 바꿀 이야기가 시작된다!",https://movie.daum.net/moviedb/main?movieId=78415
2014,38,300: 제국의 부활,14.03.06,"1,593,116",청소년관람불가,"역사상 최고의 해전! 위대한 전사들이 더 강력하게 돌아온다! <300> <맨 오브 스틸> 잭 스나이더 각본 / 제작. <300>의 테르모필레 전투 후, 아르테미지움에서 벌어지는 페르시아 해군과 그리스 해군의 전투인 살라미스 해전을 다룬 내용",https://movie.daum.net/moviedb/main?movieId=70107
2014,39,엑소더스: 신들과 왕들,14.12.03,"1,511,845",12세이상관람가,"<글래디에이터>를 잇는 대서사 블록버스터가 온다!제국에 맞서 세상을 구한 모세스의 역사상 가장 위대한 대결!인간이 신처럼 군림하던 시대, 이집트 왕국에서 형제로 자란 ‘모세스’와 ‘람세스’. 생지옥 같은 노예들의 삶에 분노하게 된 ‘모세스’는 스스로 신이라 믿는 제국의 왕 ‘람세스’와 정면으로 맞서게 되고, 결국 자신이 400년간 억압받던 노예들을 이끌 운명임을 깨닫게 된 ‘모세스’는 자유를 찾기 위해 이집트 탈출을 결심하는데…",https://movie.daum.net/moviedb/main?movieId=81442
2014,40,해무(海霧),14.08.13,"1,475,582",청소년관람불가,"한치 앞도 보이지 않는 바다안개... ‘해무’가 몰려오는 순간, 모든 것이 달라졌다!한 때 여수 바다를 주름잡던 ‘전진호’는 더 이상 만선의 수확을 거두지 못하고 감척 사업 대상이 된다. 배를 잃을 위기에 몰린 선장 '철주'(김윤석)는 마지막 기회라고 생각하고 선원들과 함께 낡은 어선 '전진호'에 몸을 싣는다. 선장을 필두로, 배에 숨어사는 인정 많고 사연 많은 기관장 ‘완호’(문성근), 선장의 명령을 묵묵히 따르는 행동파 갑판장 ‘호영’(김상호), 돈이 세상에서 최고인 거친 성격의 롤러수 ‘경구’(유승목), 언제 어디서든 욕구에 충실한 선원 ‘창욱’(이희준), 이제 갓 뱃일을 시작한 순박한 막내 선원 ‘동식’(박유천)까지 여섯 명의 선원은 만선의 꿈을 안고 출항을 시작한다. 그러나 망망대해 위에서, 그들이 실어 나르게 된 것은 고기가 아닌 사람이었다! 선장 ‘철주’(김윤석)는 삶의 터전인 배를 지키기 위해 선원들에게 밀항을 돕는 일을 제안한다. 목숨을 걸고 바다를 건너 온 수많은 밀항자들, 그리고 운명의 한 배를 타게 된 여섯 명의 선원들. 그 가운데, 한치 앞을 알 수 없는 ‘해무’가 몰려오고 그들은 걷잡을 수 없는 사건에 휘말리게 되는데…",https://movie.daum.net/moviedb/main?movieId=79524
2014,41,인간중독,14.05.14,"1,441,990",청소년관람불가,"베트남전이 막바지로 치달아가던 1969년,엄격한 위계질서와 상하관계로 지배되는 군관사 안!모두의 신임을 받으며 승승장구 중인 교육대장 ‘김진평(송승헌)’과남편을 장군으로 만들려는 야망을 가진 ‘진평’의 아내 ‘이숙진(조여정)’.어느 날, ‘김진평’의 부하로 충성을 맹세하는 ‘경우진(온주완)’과 그의 아내 ‘종가흔(임지연)’이 이사를 온다.‘진평’은 ‘우진’의 아내 ‘가흔’에게 첫 만남부터 강렬한 떨림을 느끼는데…누구에게도 말할 수 없는 비밀을 간직한 여인 ‘가흔’과그녀에게 걷잡을 수 없이 빠져드는 ‘진평’.만나지 말았어야 할 두 사람,최상류층 군관사 안, 누구도 알아서는 안 될 치명적 스캔들이 시작된다!""당신을 안 보면 숨을 쉴 수가 없어“""왜 이렇게 가슴이 뛰죠?""",https://movie.daum.net/moviedb/main?movieId=81103
2014,42,말레피센트,14.05.29,"1,397,526",12세이상관람가,"“16세가 되는 날, 날카로운 물레 바늘에 찔려 깊은 잠에 빠지리라!”누구도 거부할 수 없고, 누구도 따라갈 수 없는 매력의 강력한 마법을 가진 숲의 수호자‘말레피센트’는 인간왕국과의 거대한 전쟁의 소용돌이 속에서왕국을 다스리는 ‘스테판’ 왕의 딸 ‘오로라’ 공주의 세례식 날, 거부할 수 없는 치명적인 저주를 내리는데…. 디즈니 역사상 가장 사악한 마녀가 온다!",https://movie.daum.net/moviedb/main?movieId=56660
2014,43,폼페이: 최후의 날,14.02.20,"1,373,873",15세이상관람가,"사상 최대의 화산 폭발! 화려했던 도시는 사라지고. 사랑은 전설이 되었다! 어릴 적 로마 군에 의해 가족을 모두 잃은 뒤 노예 검투사가 된 ‘마일로’(킷 해링턴)는 폼페이 영주의 딸 ‘카시아’(에밀리 브라우닝)와 운명적인 사랑에 빠지게 된다. 풍요를 기원하는 비날리아 축제의 대규모 검투 경기에 참여한 ‘마일로’는 자신의 부모를 죽인 ‘코르부스’(키퍼 서덜랜드)를 발견한다. 로마의 상원 의원이 된 ‘코르부스’는 ‘카시아’와 정략 결혼을 계획하고, ‘마일로’는 부모의 복수와 자신의 연인을 지켜내기 위해 목숨을 건 최후의 검투에 나선다. 그 순간 갑자기 폭발을 시작하는 베수비오 화산! 도망칠 새도 없이 쏟아지는 뜨거운 용암과 화산재에 폼페이는 순식간에 무너져 내리는데…",https://movie.daum.net/moviedb/main?movieId=82025
2014,44,퓨리,14.11.20,"1,362,114",15세이상관람가,"2차 세계대전, 전차부대를 이끄는 대장 ‘워대디’에게적으로 둘러싸인 최전선에서의 마지막 전투 명령이 떨어진다.하지만 수 차례의 전투로 대부분의 동료를 잃은 그에겐  단 한 대의 탱크 ‘퓨리’와 지칠 대로 지쳐버린 부대원들만이 남아있을 뿐이다.게다가 지원군으로 경력이 전무한 신병 ‘노먼’이 배치되고, ‘워대디’는 신참을 포함한 단 4명의 부대원만으로 적진에 나서야 하는 상황에 처한다.수백 명의 적들과 맞서야 하는 단 5인의 병사. 최소의 인원과 최악의 조건 속, 사상 최대 위기에 처한 ‘워대디’와 그의 부대는 생존 가능성 제로, 최후의 전쟁터로 향하는데…!역사를 바꾼 그들의 불가능한 전쟁이 시작된다!",https://movie.daum.net/moviedb/main?movieId=87051
2014,45,드라큘라: 전설의 시작,14.10.08,"1,321,751",15세이상관람가,"악에 맞서기 위해 스스로 어둠의 길을 선택한 영웅!강인한 군주이자 아버지 그리고 위대한 영웅, 드라큘라 백작은 백성들을 평화로 다스리며 절대적인 신임을 받는다. 하지만 막강한 군대를 앞세운 투르크 제국의 술탄이 세상을 정복하기 위한 야욕을 드러내며 복종의 대가로 사내아이 1천 명을 요구하자, 분노한 드라큘라는 그들과의 전쟁을 선포한다. 압도적인 전력의 투르크 대군을 물리치기 위한 유일한 방법으로 그는 전설 속 악마를 찾아가 절대적인 힘을 얻고 자신을 담보로 한 위험한 계약을 하고 만다. 스스로 어둠의 존재가 되는 것을 선택한 그에게 주어진 시간은 단 3일. 피할 수 없는 악마의 저주로부터 벗어나 그는 세상을 구원할 영웅이 될 수 있을 것인가…",https://movie.daum.net/moviedb/main?movieId=86861
2014,46,가디언즈 오브 갤럭시,14.07.31,"1,344,599",12세이상관람가,"자칭 전설의 무법자 스타로드, 그러나 현실은 우주를 떠도는 그저그런 좀도둑에 불과한 피터 퀼(크리스 프랫).뜻하지 않게 갤럭시의 절대악 타노스와 로난의 타겟이 된 그는 감옥에서 만난 암살자 가모라(조 샐다나), 거구의 파이터 드랙스(데이브 바티스타), 현상금 사냥꾼 로켓(브래들리 쿠퍼)과 그루트(빈 디젤) 콤비와 불편한 동맹을 맺고 일명 ‘가디언즈 오브 갤럭시’를 결성한다.범상치 않은 화려한 과거를 지닌 이들이 과연 120억 명의 운명을 구할 유일한 희망이 될 수 있을까?흩어지면 무법자, 뭉치면 히어로차원이 다른 마블의 새로운 세계를 목격하라!",https://movie.daum.net/moviedb/main?movieId=73021
2014,47,찌라시: 위험한 소문,14.02.20,"1,221,420",15세이상관람가,"“이딴 거 뿌린 놈 누구야?”가진 것은 없지만 사람 보는 안목과 끈질긴 집념 하나만큼은 타고난 열혈 매니저 ‘우곤’(김강우).자신을 믿고 오랜 시간 함께해 온 여배우의 성공을 위해 밑바닥 일도 마다 않고 올인하지만증권가 찌라시로 인해 대형 스캔들이 터지고, 이에 휘말린 우곤의 여배우는 목숨을 잃게 된다.근거도 없고, 실체도 없는 찌라시의 한 줄 내용 때문에 모든 것을 잃게 되자직접 찌라시의 최초 유포자를 찾아 나선 우곤.전직 기자 출신이지만 지금은 찌라시 유통업자인 박사장(정진영),불법 도청계의 레전드 백문 (고창석)을 만난 우곤은그들을 통해 정보가 생성되고, 제작, 유통, 소비 되는 찌라시의 은밀한 세계를 알게 된다.피도 눈물도 없는 해결사 차성주(박성웅)까지 등장하여 위협받는 상황 속우곤은 찌라시의 근원과 그 속에 감춰진 진실을 추격하기 시작하는데…!보이지 않는 실체 ‘찌라시’를 둘러싼숨막히는 추격이 시작된다!",https://movie.daum.net/moviedb/main?movieId=78763
2014,48,빅매치,14.11.27,"1,177,438",15세이상관람가,"액션은 특급! 질주는 본능! 유머는 옵션! 천재 악당 ‘에이스’(신하균)로부터 납치된 형(이성민)을 구하기 위한불굴의 파이터 ‘익호’(이정재)의 초특급 무한 질주가 시작된다! 유치장 탈출부터 거대 도박장, 상암 경기장, 서울역에 이르기까지 도심 전체를 무대로 멈추지 않는 질주. 게임의 룰은 단 하나, 멈추면 죽는다. 일생일대 목숨을 건 빅매치가 시작된다! 도심 전체를 무대로 천재 악당(신하균)으로부터 형을 구하기 위한 ‘익호’(이정재)의 무한질주를 그린 초특급 오락액션",https://movie.daum.net/moviedb/main?movieId=80562
2014,49,슬로우 비디오,14.10.02,"1,169,562",12세이상관람가,"전국민이 지켜본다! 믿고 보는 배우 차태현의 관심충만 해피무비!남들이 못 보는 찰나의 순간까지 볼 수 있는 남자 여장부(차태현).독특한 시력으로 놀림 받던 어린 시절을 뒤로 하고  뛰어난 순간포착 능력을 인정 받아 CCTV 관제센터 에이스로 떠오르게 된다.CCTV 너머 하루 종일 지켜보며 우리의 일상에 느닷없이 찾아오는 이 남자!올 가을, 특별한 남자의 독.특.한 세상보기가 시작된다!",https://movie.daum.net/moviedb/main?movieId=81815
2014,50,방황하는 칼날,14.04.10,"989,881",청소년관람불가,"한 아이의 아버지는 하나뿐인 딸을 잃은 피해자가 되고, 이제는 살인자가 되었습니다.버려진 동네 목욕탕에서 싸늘한 시체로 발견된 여중생 수진. 아버지 상현(정재영)은 하나뿐인 딸의 죽음 앞에 무력할 뿐이다. 그러던 어느 날 상현에게 범인의 정보를 담은 익명의 문자 한 통이 도착한다. 그리고 문자 속 주소대로 찾아간 그곳에서, 소년들에게 성폭행을 당하며 죽어가는 딸의 동영상을 보고 낄낄거리고 있는 철용을 발견한다. 순간, 이성을 잃고 우발적으로 철용을 죽인 상현은 또 다른 공범의 존재를 알게 된 후, 무작정 그를 찾아 나선다. 한편, 수진이 살인사건의 담당 형사 억관(이성민)은 철용의 살해현장을 본 후, 상현이 범인임을 알아차리고 그를 추격하기 시작하는데…4월, 대한민국의 심장을 베어버릴 문제작이 온다!",https://movie.daum.net/moviedb/main?movieId=75274
2015,1,베테랑,15.08.05,"13,414,484",15세이상관람가,"한 번 꽂힌 것은 무조건 끝을 보는 행동파 ‘서도철’(황정민), 20년 경력의 승부사 ‘오팀장’(오달수), 위장 전문 홍일점 ‘미스봉’(장윤주), 육체파 ‘왕형사’(오대환), 막내 ‘윤형사’(김시후)까지 겁 없고, 못 잡는 것 없고, 봐주는 것 없는 특수 강력사건 담당 광역수사대.오랫동안 쫓던 대형 범죄를 해결한 후 숨을 돌리려는 찰나, 서도철은 재벌 3세 ‘조태오’(유아인)를 만나게 된다. 세상 무서울 것 없는 안하무인의 조태오와 언제나 그의 곁을 지키는 오른팔 ‘최상무’(유해진). 서도철은 의문의 사건을 쫓던 중 그들이 사건의 배후에 있음을 직감한다.건들면 다친다는 충고에도 불구하고 포기하지 않는 서도철의 집념에 판은 걷잡을 수 없이 커져가고 조태오는 이를 비웃기라도 하듯 유유히 포위망을 빠져 나가는데…베테랑 광역수사대 VS 유아독존 재벌 3세2015년 여름, 자존심을 건 한판 대결이 시작된다!",https://movie.daum.net/moviedb/main?movieId=81734
2015,2,암살,15.07.22,"12,706,947",15세이상관람가,"1933년 조국이 사라진 시대대한민국 임시정부는 일본 측에 노출되지 않은 세 명을 암살작전에 지목한다. 한국 독립군 저격수 안옥윤, 신흥무관학교 출신 속사포, 폭탄 전문가 황덕삼! 김구의 두터운 신임을 받는 임시정부 경무국 대장 염석진은 이들을 찾아 나서기 시작한다. 암살단의 타깃은 조선주둔군 사령관 카와구치 마모루와 친일파 강인국. 한편, 누군가에게 거액의 의뢰를 받은 청부살인업자 하와이 피스톨이 암살단의 뒤를 쫓는데...친일파 암살작전을 둘러싼 이들의 예측할 수 없는 운명이 펼쳐진다!",https://movie.daum.net/moviedb/main?movieId=84040
2015,3,어벤져스: 에이지 오브 울트론,15.04.23,"10,504,487",12세이상관람가,"어벤져스는 끝났다! 희망은 없다!어벤져스를 위협하는 최강의 적 `울트론`의 등장평화로 가는 길은 단 하나,인류의 멸종이라고 믿는‘울트론’과 사상 최대의 전쟁이 시작된다!",https://movie.daum.net/moviedb/main?movieId=73750
2015,4,국제시장,14.12.17,"14,264,478",12세이상관람가,"1950년 한국전쟁을 지나 부산으로 피란 온 ‘덕수’(황정민 분)의 다섯 식구, 전쟁 통에 헤어진 아버지를 대신해야 했던 ‘덕수’는 고모가 운영하는 부산 국제시장의 수입 잡화점 ‘꽃분이네’서 일하며 가족의 생계를 꾸려 나간다. 모두가 어려웠던 그때 그 시절, 남동생의 대학교 입학 등록금을 벌기 위해 이역만리 독일에 광부로 떠난 ‘덕수’는 그곳에서 첫사랑이자 평생의 동반자 ‘영자’(김윤진 분)를 만난다. 그는 가족의 삶의 터전이 되어버린 ‘꽃분이네’ 가게를 지키기 위해 ‘선장’이 되고 싶었던 오랜 꿈을 접고 다시 한번 전쟁이 한창이던 베트남으로 건너가 기술 근로자로 일하게 되는데…가족을 위해 굳세게 살아온 그때 그 시절, 가장 평범한 아버지의 가장 위대한 이야기가 시작된다!",https://movie.daum.net/moviedb/main?movieId=76872
2015,5,내부자들,15.11.19,"7,073,581",청소년관람불가,"“복수극으로 가자고, 화끈하게”유력한 대통령 후보와 재벌 회장, 그들을 돕는 정치깡패 안상구(이병헌). 뒷거래의 판을 짠 이는 대한민국 여론을 움직이는 유명 논설주간 이강희(백윤식)다. 더 큰 성공을 원한 안상구는 이들의 비자금 파일로 거래를 준비하다 발각되고, 이 일로 폐인이 되어 버려진다.“넌 복수를 원하고, 난 정의를 원한다. 그림 좋잖아?”빽 없고 족보가 없어 늘 승진을 눈 앞에 두고 주저 앉는 검사 우장훈(조승우). 마침내 대선을 앞둔 대대적인 비자금 조사의 저격수가 되는 기회를 잡는다. 그러나 비자금 파일을 가로챈 안상구 때문에 수사는 종결되고, 우장훈은 책임을 떠안고 좌천된다.자신을 폐인으로 만든 일당에게 복수를 계획하는 정치깡패 안상구. 비자금 파일과 안상구라는 존재를 이용해 성공하고 싶은 무족보 검사 우장훈. 그리고 비자금 스캔들을 덮어야 하는 대통령 후보와 재벌, 그들의 설계자 이강희과연 살아남는 자는 누가 될 것인가?기존 본편에서 50분이 추가된 <내부자들: 디 오리지널>이 2015년 12월 31일에 개봉한다. 내부자들: 디 오리지널 / 180분 / 2015년 12월 31일 개봉",https://movie.daum.net/moviedb/main?movieId=85378
